hero-lodge-evening.jpg	File:River Safari in Chitwan National Park.jpg	https://commons.wikimedia.org/wiki/File:River_Safari_in_Chitwan_National_Park.jpg	CC BY-SA 4.0	Shlok Maharjan
reception.jpg	File:Reception desks of Amantaka luxury Resort & Hotel in Luang Prabang Laos.jpg	https://commons.wikimedia.org/wiki/File:Reception_desks_of_Amantaka_luxury_Resort_%26_Hotel_in_Luang_Prabang_Laos.jpg	CC BY-SA 4.0	Basile Morin
dining-breakfast.jpg	File:Breakfast table outside - Paris Opera Cadet Hotel.jpg	https://commons.wikimedia.org/wiki/File:Breakfast_table_outside_-_Paris_Opera_Cadet_Hotel.jpg	CC BY-SA 2.0	Opera Cadet from PARIS, FRANCE
room-deluxe-01.jpg	File:Bed in hotel room 6.jpg	https://commons.wikimedia.org/wiki/File:Bed_in_hotel_room_6.jpg	CC0	Kurt Kaiser
room-standard-ac-01.jpg	File:Deluxe Room - Twin beds.jpg	https://commons.wikimedia.org/wiki/File:Deluxe_Room_-_Twin_beds.jpg	CC BY-SA 3.0	Holidayinnklg
bathroom.jpg	File:GD 廣東 Guangdong 廣州 Guangzhou Huangpu MUSTEL Hotel Knowledge City 浴室 bathroom shower June 2025 R12S 03.jpg	https://commons.wikimedia.org/wiki/File:GD_%E5%BB%A3%E6%9D%B1_Guangdong_%E5%BB%A3%E5%B7%9E_Guangzhou_Huangpu_MUSTEL_Hotel_Knowledge_City_%E6%B5%B4%E5%AE%A4_bathroom_shower_June_2025_R12S_03.jpg	CC0	MeiOLA 2290 WMENSZ
activity-jungle-safari.jpg	File:Jeep Safari Chitwan 2.jpg	https://commons.wikimedia.org/wiki/File:Jeep_Safari_Chitwan_2.jpg	CC BY-SA 4.0	Pratap Baniya
activity-community-forest.jpg	File:Glessulinae (10.3897-zookeys.675.13252) Figure 2.jpg	https://commons.wikimedia.org/wiki/File:Glessulinae_(10.3897-zookeys.675.13252)_Figure_2.jpg	CC BY 4.0	Budha PB, Naggs F, Backeljau T (2017) Conchological differentiation and genital anatomy of Nepalese Glessulinae (Gastropoda, Stylommatophora, Subulinidae), with descriptions of six new species. ZooKeys 675: 129-156. https://doi.org/10.3897/zookeys.675.13252
activity-boat-ride.jpg	File:Canoeing at Rapti River - chitwan national park.jpg	https://commons.wikimedia.org/wiki/File:Canoeing_at_Rapti_River_-_chitwan_national_park.jpg	CC BY-SA 4.0	Zenith Rauniyar
nearby-chitwan-park.jpg	File:One Horned Rhinoceros-2025.jpg	https://commons.wikimedia.org/wiki/File:One_Horned_Rhinoceros-2025.jpg	CC BY-SA 4.0	Aabha Pokharel
nearby-riverside.jpg	File:Sunrise at Narayani River, Nepal.jpg	https://commons.wikimedia.org/wiki/File:Sunrise_at_Narayani_River,_Nepal.jpg	CC BY-SA 4.0	Prakash Bhandari
nearby-birdlife.jpg	File:White-rumped vulture in Chitwan National Park.jpg	https://commons.wikimedia.org/wiki/File:White-rumped_vulture_in_Chitwan_National_Park.jpg	CC BY-SA 4.0	Mildeep
og-cover.jpg	File:Sunset over the River - Sauraha (Chitwan National Park) - Nepal - 02 (13907295071).jpg	https://commons.wikimedia.org/wiki/File:Sunset_over_the_River_-_Sauraha_(Chitwan_National_Park)_-_Nepal_-_02_(13907295071).jpg	CC BY-SA 2.0	Adam Jones from Kelowna, BC, Canada
exterior-front.jpg	File:The misty path in my hotel grounds looks magical! (49696609397).jpg	https://commons.wikimedia.org/wiki/File:The_misty_path_in_my_hotel_grounds_looks_magical!_(49696609397).jpg	CC BY 2.0	shankar s. from Poona (pune), India, India
activity-community-forest.jpg	File:USAID Measuring Impact Conservation Enterprise Retrospective (Nepal; National Trust for Nature Conservation) (40301463261).jpg	https://commons.wikimedia.org/wiki/File:USAID_Measuring_Impact_Conservation_Enterprise_Retrospective_(Nepal;_National_Trust_for_Nature_Conservation)_(40301463261).jpg	Public domain	USAID Biodiversity &amp; Forestry
room-non-ac-01.jpg	File:Two single beds in a room with a window and simple decor ready for guests at a hotel.jpg	https://commons.wikimedia.org/wiki/File:Two_single_beds_in_a_room_with_a_window_and_simple_decor_ready_for_guests_at_a_hotel.jpg	CC BY 2.0	Shixart1985
room-non-ac-01.jpg	File:Two single beds in a room with a window and simple decor ready for guests at a hotel.jpg	https://commons.wikimedia.org/wiki/File:Two_single_beds_in_a_room_with_a_window_and_simple_decor_ready_for_guests_at_a_hotel.jpg	CC BY 2.0	Shixart1985
garden-seating.jpg	File:Easton Lodge Gardens, Little Easton, Essex, England outdoor café 19.jpg	https://commons.wikimedia.org/wiki/File:Easton_Lodge_Gardens,_Little_Easton,_Essex,_England_outdoor_caf%C3%A9_19.jpg	CC BY-SA 4.0	Acabashi
